Birth Date (Medallists.Csv),Code (Medallists.Csv),Country (Medallists.Csv),Country Code (Medallists.Csv),Discipline,Event,Gender (Medallists.Csv),Medal Code,Medal Date,Medal Type,Name (Medallists.Csv),Number of Female Medallists,Number of Male Medallists
28-Jul-00,1900841,Great Britain,GBR,Diving,Women's Synchronised 3m Springboard,Female,3,,Bronze ,HARPER Yasmin,1,0
31-Dec-01,1973355,Great Britain,GBR,Diving,Women's Synchronised 3m Springboard,Female,3,,Bronze ,MEW JENSEN Scarlett,1,0
29-Jul-99,1879682,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,PASQUET Varian,0,1
28-May-04,1879687,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,TIMO Andy,0,1
15-Aug-99,1879683,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,REBBADJ Rayan,0,1
17-Oct-01,1879671,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,FORNER Theo,0,1
01-Aug-94,1879681,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,PAREZ EDO MARTIN Stephen,0,1
20-Apr-94,1879684,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,RIVA Paulin,0,1
29-Aug-02,1879675,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,JOSEPH Jefferson-Lee,0,1
22-May-99,1879692,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,ZEGHDAR Antoine,0,1
18-May-00,1879672,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,GRANDIDIER NKANANG Aaron,0,1
24-Apr-91,1879661,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,BARRAQUE Jean Pascal,0,1
15-Nov-96,1879669,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,DUPONT Antoine,0,1
08-Dec-98,1879685,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,SEPHO Jordan,0,1
20-Feb-01,1879670,France,FRA,Rugby Sevens,Men,Male,1,,Gold ,EPEE Nelson,0,1
09-Jun-00,1908897,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,NASOVA Joji,0,1
01-Apr-97,1908838,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,TALACOLO Joseva,0,1
14-Jul-98,1913346,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,MATANA Jeremaia,0,1
29-Jun-90,1977633,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,MOCENACAGI Sevuloni,0,1
09-May-98,1913523,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,BALEIWAIRIKI Iosefo,0,1
26-Mar-98,1982069,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,LOGANIMASI Ponipate,0,1
06-Jul-94,1913286,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,VEILAWA Terio Tamani,0,1
24-May-93,1913334,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,NACUQU Waisea,0,1
23-Mar-89,1908911,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,TUWAI Jerry,0,1
23-Feb-93,1908835,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,TEBA Iowane,0,1
12-Jul-99,1908841,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,RASAKU Kaminieli,0,1
17-Jan-00,2484588,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,RAVUTAUMADA Selesitino,0,1
22-Jul-94,1982687,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,JOSAIA Raisuqe,0,1
19-Jun-94,1908901,Fiji,FIJ,Rugby Sevens,Men,Male,2,,Silver ,SAUTURAGA Filipe,0,1
25-May-00,1574106,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,GROBBELAAR Christie,0,1
22-May-95,1574107,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,OOSTHUIZEN Ryan,0,1
30-May-95,1574108,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,VISSER Impi,0,1
04-May-97,1574109,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,DAVIDS Zain,0,1
14-Jan-03,1888936,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,NORTJE Quewin,0,1
19-Feb-01,1574111,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,PRETORIUS Tiaan,0,1
24-May-97,1574134,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,LEYDS Tristan,0,1
26-Mar-94,1888932,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,DAVIDS Selvyn,0,1
13-Apr-98,1574114,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,WILLIAMS Shaun,0,1
28-Apr-89,1574121,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,SPECMAN Rosko,0,1
07-Dec-92,1574118,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,SOYIZWAPI Siviwe,0,1
22-Dec-99,1574119,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,van WYK Shilton,0,1
02-Sep-95,1574112,South Africa,RSA,Rugby Sevens,Men,Male,3,,Bronze ,BROWN Ronald,0,1
03-Sep-06,1913945,China,CHN,Shooting,10m Air Rifle Mixed Team,Female,1,,Gold ,HUANG Yuting,1,0
04-Dec-04,1913899,China,CHN,Shooting,10m Air Rifle Mixed Team,Male,1,,Gold ,SHENG Lihao,0,1
17-Mar-00,1893896,Korea,KOR,Shooting,10m Air Rifle Mixed Team,Female,2,,Silver ,KEUM Jihyeon,1,0
19-Apr-00,1893976,Korea,KOR,Shooting,10m Air Rifle Mixed Team,Male,2,,Silver ,PARK Hajun,0,1
03-May-04,1930466,Kazakhstan,KAZ,Shooting,10m Air Rifle Mixed Team,Female,3,,Bronze ,LE Alexandra,1,0
21-Sep-98,1930467,Kazakhstan,KAZ,Shooting,10m Air Rifle Mixed Team,Male,3,,Bronze ,SATPAYEV Islam,0,1
27-Jun-95,1935916,United States,USA,Swimming,Men's 4 x 100m Freestyle Relay,Male,1,,Gold ,HELD Ryan,0,1
19-Feb-02,1935933,United States,USA,Swimming,Men's 4 x 100m Freestyle Relay,Male,1,,Gold ,KING Matt,0,1
24-Jan-01,1935871,United States,USA,Swimming,Men's 4 x 100m Freestyle Relay,Male,1,,Gold ,ARMSTRONG Hunter,0,1
16-Aug-96,1935896,United States,USA,Swimming,Men's 4 x 100m Freestyle Relay,Male,1,,Gold ,DRESSEL Caeleb,0,1
19-Jan-03,1935869,United States,USA,Swimming,Men's 4 x 100m Freestyle Relay,Male,1,,Gold ,ALEXY Jack,0,1
25-Jun-03,1935911,United States,USA,Swimming,Men's 4 x 100m Freestyle Relay,Male,1,,Gold ,GUILIANO Chris,0,1
22-Sep-98,1946186,Australia,AUS,Swimming,Men's 4 x 100m Freestyle Relay,Male,2,,Silver ,CARTWRIGHT Jack,0,1
11-Oct-98,1946235,Australia,AUS,Swimming,Men's 4 x 100m Freestyle Relay,Male,2,,Silver ,YANG William,0,1
05-Jun-05,1946179,Australia,AUS,Swimming,Men's 4 x 100m Freestyle Relay,Male,2,,Silver ,SOUTHAM Flynn,0,1
25-Jun-98,1946200,Australia,AUS,Swimming,Men's 4 x 100m Freestyle Relay,Male,2,,Silver ,CHALMERS Kyle,0,1
18-Aug-03,1946196,Australia,AUS,Swimming,Men's 4 x 100m Freestyle Relay,Male,2,,Silver ,TAYLOR Kai,0,1
09-Aug-94,1925669,Italy,ITA,Swimming,Men's 4 x 100m Freestyle Relay,Male,3,,Bronze ,ZAZZERI Lorenzo,0,1
21-Jul-99,1925681,Italy,ITA,Swimming,Men's 4 x 100m Freestyle Relay,Male,3,,Bronze ,DEPLANO Leonardo,0,1
09-Feb-02,1925675,Italy,ITA,Swimming,Men's 4 x 100m Freestyle Relay,Male,3,,Bronze ,CONTE BONIN Paolo,0,1
18-Feb-97,1925634,Italy,ITA,Swimming,Men's 4 x 100m Freestyle Relay,Male,3,,Bronze ,FRIGO Manuel,0,1
27-Jan-01,1925635,Italy,ITA,Swimming,Men's 4 x 100m Freestyle Relay,Male,3,,Bronze ,CECCON Thomas,0,1
02-Oct-98,1925636,Italy,ITA,Swimming,Men's 4 x 100m Freestyle Relay,Male,3,,Bronze ,MIRESSI Alessandro,0,1
31-May-06,1946221,Australia,AUS,Swimming,Women's 4 x 100m Freestyle Relay,Female,1,,Gold ,WUNSCH Olivia,1,0
14-May-94,1946159,Australia,AUS,Swimming,Women's 4 x 100m Freestyle Relay,Female,1,,Gold ,CAMPBELL Bronte,1,0
07-Mar-02,1946212,Australia,AUS,Swimming,Women's 4 x 100m Freestyle Relay,Female,1,,Gold ,HARRIS Meg,1,0
24-May-94,1946177,Australia,AUS,Swimming,Women's 4 x 100m Freestyle Relay,Female,1,,Gold ,McKEON Emma,1,0
06-Nov-98,1946227,Australia,AUS,Swimming,Women's 4 x 100m Freestyle Relay,Female,1,,Gold ,JACK Shayna,1,0
02-Apr-04,1946218,Australia,AUS,Swimming,Women's 4 x 100m Freestyle Relay,Female,1,,Gold ,O'CALLAGHAN Mollie,1,0
03-Dec-96,1935860,United States,USA,Swimming,Women's 4 x 100m Freestyle Relay,Female,2,,Silver ,WEITZEIL Abbey,1,0
02-Aug-96,1935945,United States,USA,Swimming,Women's 4 x 100m Freestyle Relay,Female,2,,Silver ,MANUEL Simone,1,0
27-Aug-98,1935879,United States,USA,Swimming,Women's 4 x 100m Freestyle Relay,Female,2,,Silver ,CONNOLLY Erika,1,0
17-Nov-01,1935895,United States,USA,Swimming,Women's 4 x 100m Freestyle Relay,Female,2,,Silver ,DOUGLASS Kate,1,0
07-Dec-02,1935923,United States,USA,Swimming,Women's 4 x 100m Freestyle Relay,Female,2,,Silver ,HUSKE Torri,1,0
29-Jan-03,1935998,United States,USA,Swimming,Women's 4 x 100m Freestyle Relay,Female,2,,Silver ,WALSH Gretchen,1,0
22-Sep-05,1945230,China,CHN,Swimming,Women's 4 x 100m Freestyle Relay,Female,3,,Bronze ,CHENG Yujie,1,0
28-Jan-03,1945206,China,CHN,Swimming,Women's 4 x 100m Freestyle Relay,Female,3,,Bronze ,WU Qingfeng,1,0
05-Sep-05,1945164,China,CHN,Swimming,Women's 4 x 100m Freestyle Relay,Female,3,,Bronze ,YU Yiting,1,0
26-Jan-02,1945159,China,CHN,Swimming,Women's 4 x 100m Freestyle Relay,Female,3,,Bronze ,YANG Junxuan,1,0
19-Apr-98,1945125,China,CHN,Swimming,Women's 4 x 100m Freestyle Relay,Female,3,,Bronze ,ZHANG Yufei,1,0
29-May-94,1902121,Korea,KOR,Archery,Women's Team,Female,1,,Gold ,JEON Hunyoung,1,0
13-Jun-03,1902147,Korea,KOR,Archery,Women's Team,Female,1,,Gold ,LIM Sihyeon,1,0
27-Jan-05,1902148,Korea,KOR,Archery,Women's Team,Female,1,,Gold ,NAM Suhyeon,1,0
03-Dec-00,1913382,China,CHN,Archery,Women's Team,Female,2,,Silver ,AN Qixuan,1,0
18-Aug-97,1913372,China,CHN,Archery,Women's Team,Female,2,,Silver ,LI Jiaman,1,0
28-Jun-00,1913380,China,CHN,Archery,Women's Team,Female,2,,Silver ,YANG Xiaolei,1,0
28-Jul-06,1535429,Mexico,MEX,Archery,Women's Team,Female,3,,Bronze ,RUIZ Angela,1,0
17-Oct-94,1535420,Mexico,MEX,Archery,Women's Team,Female,3,,Bronze ,VALENCIA Alejandra,1,0
05-Oct-00,1536479,Mexico,MEX,Archery,Women's Team,Female,3,,Bronze ,VAZQUEZ Ana,1,0
12-Apr-04,1902130,Korea,KOR,Archery,Men's Team,Male,1,,Gold ,KIM Je Deok,0,1
20-Jun-92,1902135,Korea,KOR,Archery,Men's Team,Male,1,,Gold ,KIM Woojin,0,1
07-Aug-97,1902144,Korea,KOR,Archery,Men's Team,Male,1,,Gold ,LEE Wooseok,0,1
07-Dec-06,1541270,France,FRA,Archery,Men's Team,Male,2,,Silver ,ADDIS Baptiste,0,1
15-Sep-97,1541272,France,FRA,Archery,Men's Team,Male,2,,Silver ,CHIRAULT Thomas,0,1
20-Mar-89,1541275,France,FRA,Archery,Men's Team,Male,2,,Silver ,VALLADONT Jean-Charles,0,1
08-Jun-99,1565000,Turkiye,TUR,Archery,Men's Team,Male,3,,Bronze ,GAZOZ Mete,0,1
30-Apr-02,1565002,Turkiye,TUR,Archery,Men's Team,Male,3,,Bronze ,TUMER Berkim,0,1
07-Nov-03,1565006,Turkiye,TUR,Archery,Men's Team,Male,3,,Bronze ,YILDIRMIS Abdullah,0,1
07-Aug-01,1919492,Japan,JPN,Artistic Gymnastics,Men's Team,Male,1,,Gold ,HASHIMOTO Daiki,0,1
19-Nov-96,1919491,Japan,JPN,Artistic Gymnastics,Men's Team,Male,1,,Gold ,KAYA Kazuma,0,1
31-Oct-03,1919480,Japan,JPN,Artistic Gymnastics,Men's Team,Male,1,,Gold ,OKA Shinnosuke,0,1
18-Oct-98,1919479,Japan,JPN,Artistic Gymnastics,Men's Team,Male,1,,Gold ,SUGINO Takaaki,0,1
23-Jul-96,1919490,Japan,JPN,Artistic Gymnastics,Men's Team,Male,1,,Gold ,TANIGAWA Wataru,0,1
11-Aug-94,1918856,China,CHN,Artistic Gymnastics,Men's Team,Male,2,,Silver ,LIU Yang,0,1
19-Mar-00,1918858,China,CHN,Artistic Gymnastics,Men's Team,Male,2,,Silver ,SU Weide,0,1
30-Jan-96,1918860,China,CHN,Artistic Gymnastics,Men's Team,Male,2,,Silver ,XIAO Ruoteng,0,1
04-Mar-00,1918864,China,CHN,Artistic Gymnastics,Men's Team,Male,2,,Silver ,ZHANG Boheng,0,1
03-Jan-98,1918865,China,CHN,Artistic Gymnastics,Men's Team,Male,2,,Silver ,ZOU Jingyuan,0,1
23-Mar-04,1959781,United States,USA,Artistic Gymnastics,Men's Team,Male,3,,Bronze ,HONG Asher,0,1
07-Jul-01,1959855,United States,USA,Artistic Gymnastics,Men's Team,Male,3,,Bronze ,JUDA Paul,0,1
07-Jan-00,1959823,United States,USA,Artistic Gymnastics,Men's Team,Male,3,,Bronze ,MALONE Brody,0,1
28-Oct-98,1959865,United States,USA,Artistic Gymnastics,Men's Team,Male,3,,Bronze ,NEDOROSCIK Stephen,0,1
23-Apr-04,1959811,United States,USA,Artistic Gymnastics,Men's Team,Male,3,,Bronze ,RICHARD Frederick,0,1
03-Nov-00,1901555,China,CHN,Diving,Men's Synchronised 10m Platform,Male,1,,Gold ,LIAN Junjie,0,1
03-Feb-98,1901554,China,CHN,Diving,Men's Synchronised 10m Platform,Male,1,,Gold ,YANG Hao,0,1
21-May-94,1900838,Great Britain,GBR,Diving,Men's Synchronised 10m Platform,Male,2,,Silver ,DALEY Thomas,0,1
15-May-00,1900857,Great Britain,GBR,Diving,Men's Synchronised 10m Platform,Male,2,,Silver ,WILLIAMS Noah,0,1
02-Jan-02,1959146,Canada,CAN,Diving,Men's Synchronised 10m Platform,Male,3,,Bronze ,WIENS Rylan,0,1
28-Apr-03,1959132,Canada,CAN,Diving,Men's Synchronised 10m Platform,Male,3,,Bronze ,ZSOMBOR-MURRAY Nathan,0,1
10-May-91,1970917,Great Britain,GBR,Equestrian,Eventing Team,Male,1,,Gold ,McEWEN Tom,0,1
31-Aug-89,1970898,Great Britain,GBR,Equestrian,Eventing Team,Female,1,,Gold ,COLLETT Laura,1,0
13-Jan-86,1970892,Great Britain,GBR,Equestrian,Eventing Team,Female,1,,Gold ,CANTER Rosalind,1,0
13-May-97,1970912,Great Britain,GBR,Equestrian,Eventing Team,Female,1,,Gold ,INGHAM Yasmin,1,0
04-Aug-75,1899846,France,FRA,Equestrian,Eventing Team,Male,2,,Silver ,LAGHOUAG Karim Florent,0,1
03-Jun-94,1899847,France,FRA,Equestrian,Eventing Team,Male,2,,Silver ,LANDOIS Stephane,0,1
10-May-80,1899866,France,FRA,Equestrian,Eventing Team,Male,2,,Silver ,TOUZAINT Nicolas,0,1
14-Mar-89,1899848,France,FRA,Equestrian,Eventing Team,Male,2,,Silver ,le COZ Gireg,0,1
23-Oct-85,1946432,Japan,JPN,Equestrian,Eventing Team,Male,3,,Bronze ,KITAJIMA Ryuzo,0,1
19-Jul-76,1946434,Japan,JPN,Equestrian,Eventing Team,Male,3,,Bronze ,OIWA Yoshiaki,0,1
05-Jun-83,1946438,Japan,JPN,Equestrian,Eventing Team,Male,3,,Bronze ,TOMOTO Kazuma,0,1
02-Feb-85,1946428,Japan,JPN,Equestrian,Eventing Team,Male,3,,Bronze ,TANAKA Toshiyuki,0,1
14-Mar-97,1959861,United States,USA,Artistic Gymnastics,Women's Team,Female,1,,Gold ,BILES Simone,1,0
27-May-00,1959819,United States,USA,Artistic Gymnastics,Women's Team,Female,1,,Gold ,CAREY Jade,1,0
15-Apr-01,1959825,United States,USA,Artistic Gymnastics,Women's Team,Female,1,,Gold ,CHILES Jordan,1,0
09-Mar-03,1959866,United States,USA,Artistic Gymnastics,Women's Team,Female,1,,Gold ,LEE Sunisa,1,0
04-Jun-08,1959814,United States,USA,Artistic Gymnastics,Women's Team,Female,1,,Gold ,RIVERA Hezly,1,0
06-Jun-06,1560761,Italy,ITA,Artistic Gymnastics,Women's Team,Female,2,,Silver ,ANDREOLI Angela,1,0
07-Feb-03,1551061,Italy,ITA,Artistic Gymnastics,Women's Team,Female,2,,Silver ,D'AMATO Alice,1,0
02-Nov-06,1560762,Italy,ITA,Artistic Gymnastics,Women's Team,Female,2,,Silver ,ESPOSITO Manila,1,0
21-Mar-03,1560760,Italy,ITA,Artistic Gymnastics,Women's Team,Female,2,,Silver ,IORIO Elisa,1,0
23-Feb-03,1560759,Italy,ITA,Artistic Gymnastics,Women's Team,Female,2,,Silver ,VILLA Giorgia,1,0
08-May-99,1953634,Brazil,BRA,Artistic Gymnastics,Women's Team,Female,3,,Bronze ,ANDRADE Rebeca,1,0
01-Jul-91,1953624,Brazil,BRA,Artistic Gymnastics,Women's Team,Female,3,,Bronze ,BARBOSA Jade,1,0
13-Apr-98,1953630,Brazil,BRA,Artistic Gymnastics,Women's Team,Female,3,,Bronze ,OLIVEIRA Lorrane,1,0
30-Sep-99,1953620,Brazil,BRA,Artistic Gymnastics,Women's Team,Female,3,,Bronze ,SARAIVA Flavia,1,0
23-Aug-05,1953626,Brazil,BRA,Artistic Gymnastics,Women's Team,Female,3,,Bronze ,SOARES Julia,1,0
14-Jul-91,1924585,Italy,ITA,Fencing,Women's Épée Team,Female,1,,Gold ,FIAMINGO Rossella,1,0
20-Jun-89,1924588,Italy,ITA,Fencing,Women's Épée Team,Female,1,,Gold ,RIZZI Giulia,1,0
22-Oct-94,1924587,Italy,ITA,Fencing,Women's Épée Team,Female,1,,Gold ,SANTUCCIO Alberta,1,0
18-Jul-85,1924586,Italy,ITA,Fencing,Women's Épée Team,Female,1,,Gold ,NAVARRIA Mara,1,0
09-May-95,1916182,France,FRA,Fencing,Women's Épée Team,Female,2,,Silver ,VITALIS Coraline,1,0
11-Oct-93,1916183,France,FRA,Fencing,Women's Épée Team,Female,2,,Silver ,MALLO-BRETON Auriane,1,0
26-Feb-91,1916184,France,FRA,Fencing,Women's Épée Team,Female,2,,Silver ,CANDASSAMY Marie-Florence,1,0
03-Mar-96,1916185,France,FRA,Fencing,Women's Épée Team,Female,2,,Silver ,LOUIS-MARIE Alexandra,1,0
15-Jul-88,1894213,Poland,POL,Fencing,Women's Épée Team,Female,3,,Bronze ,KNAPIK-MIAZGA Renata,1,0
08-Jul-94,1894214,Poland,POL,Fencing,Women's Épée Team,Female,3,,Bronze ,SWATOWSKA-WENGLARCZYK Martyna,1,0
14-Feb-04,1894223,Poland,POL,Fencing,Women's Épée Team,Female,3,,Bronze ,KLASIK Alicja,1,0
11-Oct-95,1894217,Poland,POL,Fencing,Women's Épée Team,Female,3,,Bronze ,JARECKA Aleksandra,1,0
28-May-00,1926596,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,POURI-LANE Risi,1,0
08-Feb-04,1926667,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,MILLER Jorja,1,0
03-Nov-95,1926592,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,WAAKA Stacey,1,0
03-Sep-02,1926629,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,NUKU Manaia,1,0
09-Dec-92,1926632,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,HIRINI Sarah,1,0
29-Dec-95,1926635,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,BLYDE Michaela,1,0
01-Jul-94,1926644,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,KING Tyla,1,0
19-Apr-01,1926676,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,PAUL Mahina,1,0
02-Jul-00,1926634,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,FELIX-HOTHAM Jazmin,1,0
25-Feb-95,1926647,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,SETEFANO Theresa,1,0
12-Jul-91,1926646,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,WOODMAN-WICKLIFFE Portia,1,0
13-Dec-98,1926593,New Zealand,NZL,Rugby Sevens,Women,Female,1,,Gold ,SAILI Alena,1,0
19-Apr-98,1960779,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,CROSSLEY Caroline,1,0
01-Dec-98,1960762,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,APPS Olivia,1,0
25-Jan-97,1960778,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,CORRIGAN Alysha,1,0
20-Apr-99,1960797,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,HOGAN-ROCHESTER Asia,1,0
27-Apr-03,1960781,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,DANIELS Chloe,1,0
20-Oct-96,1960837,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,WILLIAMS Charity,1,0
20-May-02,1960826,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,SYMONDS Florence,1,0
07-Nov-03,1960812,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,NORSTEN Carissa,1,0
15-Jun-03,1960822,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,SCURFIELD Krissy,1,0
27-May-02,1960765,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,BERMUDEZ Fancy,1,0
13-Jul-01,1960803,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,LOGAN Piper,1,0
27-Jan-00,1960834,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,WARDLEY Keyara,1,0
23-Jul-00,1960817,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,PERRY Taylor,1,0
12-Jun-99,1960832,Canada,CAN,Rugby Sevens,Women,Female,2,,Silver ,VALENZUELA Shalaya,1,0
25-Mar-00,1950500,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,RAMSEY Ariana,1,0
12-Aug-96,1950498,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,MAHER Ilona,1,0
29-Apr-98,1950485,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,CANETT Kayla,1,0
22-May-98,1950504,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,SULLIVAN Sammy,1,0
21-Mar-91,1950494,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,KELTER Alev,1,0
23-Feb-91,1950487,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,DOYLE Lauren,1,0
03-Aug-94,1950505,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,TAPPER Naya,1,0
28-Feb-98,1950502,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,SEDRICK Alex,1,0
06-Dec-95,1950499,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,OLSEN Alena,1,0
02-Oct-91,1950501,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,ROVETTI Steph,1,0
27-Dec-95,1950496,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,LEVY Sarah,1,0
14-Oct-94,1950495,United States,USA,Rugby Sevens,Women,Female,3,,Bronze ,KIRSHE Kristi,1,0
22-Nov-86,1956347,Serbia,SRB,Shooting,10m Air Pistol Mixed Team,Female,1,,Gold ,ARUNOVIC Zorana,1,0
31-Mar-84,1956356,Serbia,SRB,Shooting,10m Air Pistol Mixed Team,Male,1,,Gold ,MIKEC Damir,0,1
04-Feb-00,1564886,Turkiye,TUR,Shooting,10m Air Pistol Mixed Team,Female,2,,Silver ,TARHAN Sevval Ilayda,1,0
01-Jan-73,1564893,Turkiye,TUR,Shooting,10m Air Pistol Mixed Team,Male,2,,Silver ,DIKEC Yusuf,0,1
18-Feb-02,1538159,India,IND,Shooting,10m Air Pistol Mixed Team,Female,3,,Bronze ,BHAKER Manu,1,0
30-Sep-01,1545464,India,IND,Shooting,10m Air Pistol Mixed Team,Male,3,,Bronze ,SINGH Sarabjot,0,1
26-Nov-95,1903552,Great Britain,GBR,Swimming,Men's 4 x 200m Freestyle Relay,Male,1,,Gold ,GUY James,0,1
14-Jan-00,1903602,Great Britain,GBR,Swimming,Men's 4 x 200m Freestyle Relay,Male,1,,Gold ,McMILLAN Jack,0,1
02-Sep-99,1903531,Great Britain,GBR,Swimming,Men's 4 x 200m Freestyle Relay,Male,1,,Gold ,BIRD Kieran,0,1
02-May-00,1903546,Great Britain,GBR,Swimming,Men's 4 x 200m Freestyle Relay,Male,1,,Gold ,DEAN Tom,0,1
17-Dec-02,1903617,Great Britain,GBR,Swimming,Men's 4 x 200m Freestyle Relay,Male,1,,Gold ,RICHARDS Matthew,0,1
06-May-97,1903621,Great Britain,GBR,Swimming,Men's 4 x 200m Freestyle Relay,Male,1,,Gold ,SCOTT Duncan,0,1
09-Mar-00,1935931,United States,USA,Swimming,Men's 4 x 200m Freestyle Relay,Male,2,,Silver ,KIBLER Drew,0,1
20-Jan-01,1935887,United States,USA,Swimming,Men's 4 x 200m Freestyle Relay,Male,2,,Silver ,CURRY Brooks,0,1
15-Nov-95,1935968,United States,USA,Swimming,Men's 4 x 200m Freestyle Relay,Male,2,,Silver ,PIERONI Blake,0,1
25-Jun-03,1935911,United States,USA,Swimming,Men's 4 x 200m Freestyle Relay,Male,2,,Silver ,GUILIANO Chris,0,1
26-Oct-01,1935903,United States,USA,Swimming,Men's 4 x 200m Freestyle Relay,Male,2,,Silver ,FOSTER Carson,0,1
25-Jun-03,1935918,United States,USA,Swimming,Men's 4 x 200m Freestyle Relay,Male,2,,Silver ,HOBSON Luke,0,1
20-May-00,1935982,United States,USA,Swimming,Men's 4 x 200m Freestyle Relay,Male,2,,Silver ,SMITH Kieran,0,1
18-Aug-03,1946196,Australia,AUS,Swimming,Men's 4 x 200m Freestyle Relay,Male,3,,Bronze ,TAYLOR Kai,0,1
13-Jul-96,1946237,Australia,AUS,Swimming,Men's 4 x 200m Freestyle Relay,Male,3,,Bronze ,INCERTI Zac,0,1
05-Jun-05,1946179,Australia,AUS,Swimming,Men's 4 x 200m Freestyle Relay,Male,3,,Bronze ,SOUTHAM Flynn,0,1
09-Jun-02,1946231,Australia,AUS,Swimming,Men's 4 x 200m Freestyle Relay,Male,3,,Bronze ,NEILL Thomas,0,1
03-Jul-03,1946211,Australia,AUS,Swimming,Men's 4 x 200m Freestyle Relay,Male,3,,Bronze ,GIULIANI Maximillian,0,1
05-May-00,1946172,Australia,AUS,Swimming,Men's 4 x 200m Freestyle Relay,Male,3,,Bronze ,WINNINGTON Elijah,0,1
11-May-00,1902301,China,CHN,Table Tennis,Mixed Doubles,Male,1,,Gold ,WANG Chuqin,0,1
